gp_code,gp_name,landuse_cropland_pct,landuse_forest_pct,landuse_water_pct,landuse_builtup_pct
185578,SANGAVI KH.,62.3,20.13,12.32,5.25
185522,KHADKI,63.5,19.48,11.81,5.21
185543,MOHARI KH.,60.77,19.35,15.29,4.59
185542,MOHARI BK.,59.53,20.25,15.5,4.72
185554,NAHRE,55.84,20.72,19.06,4.38
185462,ALANDEWADI,60.43,18.76,16.48,4.33
185595,TELAVADI,63.11,18.55,13.77,4.57
185518,KASURDI GUMA,62.61,18.42,14.54,4.43
185461,ALANDE,62.72,17.97,15.06,4.25
185502,INGAVALI,61.17,18.08,16.6,4.15
185577,SANGAMNER,57.15,19.62,18.95,4.28
185580,SANGAVI HIMA,54.0,20.16,21.7,4.14
185599,VADGAON DAL,56.07,19.36,20.52,4.05
185615,YEVALI,53.44,20.26,22.2,4.1
185598,UTROLI,53.67,20.41,21.88,4.04
185521,KENJAL,66.93,16.93,11.95,4.19
185582,SAROLE,71.16,16.01,8.67,4.16
185569,RAJAPUR,72.97,15.54,7.41,4.08
185492,GOKAVADI,59.66,20.34,15.99,4.01
185470,BALAWADI,63.59,20.7,11.71,4.0
,,78.0,15.0,3.0,4.0
186437,MANDAKI,78.0,15.0,3.0,4.0
186417,HARNI,77.99,15.0,3.0,4.01
,,77.99,15.0,3.0,4.01
186456,PINGORI,77.97,15.0,3.0,4.03
,,77.99,15.0,3.0,4.01
,,78.0,15.0,3.0,4.0
186406,DOUNDAJ,77.99,15.0,3.0,4.01
186480,VALHE,78.0,15.0,3.0,4.0
,,78.0,15.0,3.0,4.0
186480,VALHE,78.0,15.0,3.0,4.0
186459,PISURTI,78.0,15.0,3.0,4.0
186421,JEUOR,78.0,15.0,3.0,4.0
186455,PIMPARI KH.,78.0,15.0,3.0,4.0
186415,GULUNCHE,78.0,15.0,3.0,4.0
185380,GADADARWADI,90.0,3.0,3.0,4.0
185394,KARANJE,90.0,3.0,3.0,4.0
185372,CHAUDHARWADI,90.0,3.0,3.0,4.0
186423,KARNALWADI,78.0,15.0,3.0,4.0
186463,RAKH,78.0,15.0,3.0,4.0
186441,NAVLI,78.0,15.0,3.0,4.0
185421,MODHAVE,90.0,3.0,3.0,4.0
185424,MURTI,90.0,3.0,3.0,4.0
259677,MORALWADI,90.0,3.0,3.0,4.0
185411,MAGARWADI,90.0,3.0,3.0,4.0
185395,KARNAJPUL,90.0,3.0,3.0,4.0
185458,VAKI,90.0,3.0,3.0,4.0
185448,SORTEWADI,90.0,3.0,3.0,4.0
185425,MURUM,90.0,3.0,3.0,4.0
185459,WANEWADI,90.0,3.0,3.0,4.0
185457,VAGHALWADI,90.0,3.0,3.0,4.0
185400,KHANDOBACHIWADI,90.0,3.0,3.0,4.0
185428,NIMBUT,90.0,3.0,3.0,4.0
186414,GHERA PU.*,78.0,15.0,3.0,4.0
185385,HOL,90.0,3.0,3.0,4.0
259675,SADOBACHIWADI,90.0,3.0,3.0,4.0
185405,KORHALE KH.,90.0,3.0,3.0,4.0
185409,LATE,90.0,3.0,3.0,4.0
259678,THOPATEWADI,90.0,3.0,3.0,4.0
185407,KURNEWADI,90.0,3.0,3.0,4.0
185417,MANPPAWASTI,90.0,3.0,3.0,4.0
185415,MALWADILONI,90.0,3.0,3.0,4.0
185444,SHIRASHNE,90.0,3.0,3.0,4.0
185399,KHANDAJ,90.0,3.0,3.0,4.0
185412,MALAD,90.0,3.0,3.0,4.0
185435,PAVANEWADI,90.0,3.0,3.0,4.0
185443,SHIRAVALI,90.0,3.0,3.0,4.0
185439,SANGAVI,90.0,3.0,3.0,4.0
185392,KAMBLESHVAR,90.0,3.0,3.0,4.0
185378,DHUMALWADI,90.0,3.0,3.0,4.0
185434,PAWAIMAL,90.0,3.0,3.0,4.0
185431,PANDARE,90.0,3.0,3.0,4.0
185447,SONAKASWADI,90.0,3.0,3.0,4.0
185413,MALEGAON BK.,90.0,3.0,3.0,4.0
185414,MALEGAON KH.,90.0,3.0,3.0,4.0
,,90.0,3.0,3.0,4.0
185419,MEDAD,90.0,3.0,3.0,4.0
185369,BHARHANPUR,90.0,3.0,3.0,4.0
185367,ANJANGAON,90.0,3.0,3.0,4.0
185396,KARHAVAGAJ,90.0,3.0,3.0,4.0
272754,BHILLARWADI,90.0,3.0,3.0,4.0
185387,JALGAON,90.0,3.0,3.0,4.0
185388,JALGAON SUPE,90.0,3.0,3.0,4.0
,,90.0,3.0,3.0,4.0
185441,SAYABACHIWADI,90.0,3.0,3.0,4.0
185376,DHAKALE,90.0,3.0,3.0,4.0
185406,KORHALE BK,90.0,3.0,3.0,4.0
185423,MUDHALE,90.0,3.0,3.0,4.0
185454,VADGAON NI.,90.0,3.0,3.0,4.0
259676,SASTEWADI,90.0,3.0,3.0,4.0
185373,CHOPADAJ,90.0,3.0,3.0,4.0
185430,PALSHIWADI,90.0,3.0,3.0,4.0
185410,LONIBHAPKAR,90.0,3.0,3.0,4.0
185418,MASALWADI,90.0,3.0,3.0,4.0
185451,TARDOLI,90.0,3.0,3.0,4.0
185368,BABURDI,90.0,3.0,3.0,4.0
185398,KALKHAIREWADI,90.0,3.0,3.0,4.0
185370,BHONDVEWADI,90.0,3.0,3.0,4.0
185408,KUTAVALWADI,90.0,3.0,3.0,4.0
185455,VADHANE,90.0,3.0,3.0,4.0
185449,SUPE,90.0,3.0,3.0,4.0
185374,DANDAWADI,90.0,3.0,3.0,4.0
185426,NAROLI,90.0,3.0,3.0,4.0
185432,PANSAREWADI,90.0,3.0,3.0,4.0
185402,KARAHATI,90.0,3.0,3.0,4.0
185375,DEULAGAON RASAL,90.0,3.0,3.0,4.0
185401,KHARKHEL,90.0,3.0,3.0,4.0
185445,SONVDISUPE,90.0,3.0,3.0,4.0
185452,UNDAWADI K.P.,90.0,3.0,3.0,4.0
185390,JARADWADI,90.0,3.0,3.0,4.0
185438,SABLEWADI,90.0,3.0,3.0,4.0
185453,UNTWADI SUPE,90.0,3.0,3.0,4.0
261742,KHARADEWADI,90.0,3.0,3.0,4.0
185639,JIREGAON,90.0,3.0,3.0,4.0
185643,KAUTHADI,90.0,3.0,3.0,4.0
185692,VASUNDE,90.0,3.0,3.0,4.0
185404,KOLOLI,90.0,3.0,3.0,4.0
185638,HINGANIWADI,90.0,3.0,3.0,4.0
185671,PATAS,90.0,3.0,3.0,4.0
185679,ROTI,90.0,3.0,3.0,4.0
185668,PANDHAREWADI,90.0,3.0,3.0,4.0
185653,KURKUMBHA,90.0,3.0,3.0,4.0
185635,GOPALWADI,90.0,3.0,3.0,4.0
185634,GIRIM,90.0,3.0,3.0,4.0
185682,SONWADI,90.0,3.0,3.0,4.0
185664,NANVIJ,90.0,3.0,3.0,4.0
185633,GAR,90.0,3.0,3.0,4.0
,,90.0,3.0,3.0,4.0
185691,VARVAND,90.0,3.0,3.0,4.0
185654,KUSEGAON,90.0,3.0,3.0,4.0
185667,PADAVI,90.0,3.0,3.0,4.0
185630,DEULGAON GADA,90.0,3.0,3.0,4.0
185690,VAKHARI,90.0,3.0,3.0,4.0
185622,BORIPARTHI,90.0,3.0,3.0,4.0
185644,KEDGAON,90.0,3.0,3.0,4.0
185651,KHUTBAV,90.0,3.0,3.0,4.0
185617,BHANDGAON,90.0,3.0,3.0,4.0
185694,YAVAT,89.99,3.0,3.0,4.01
185642,KASURDI,89.94,3.0,3.0,4.06
185618,BHARATGAON,89.94,3.0,3.0,4.06
186435,MALSHIRAS,77.98,15.0,3.0,4.02
186452,PONDHE,78.0,15.0,3.0,4.0
185649,KHOR,90.0,3.0,3.0,4.0
186458,PISE,78.0,15.0,3.0,4.0
186462,RAJURI,78.0,15.0,3.0,4.0
186465,RISE,78.0,15.0,3.0,4.0
185366,AMBI KH.,90.0,3.0,3.0,4.0
185371,CHANDGUDEWADI,90.0,3.0,3.0,4.0
185422,MORAGON,90.0,3.0,3.0,4.0
185365,AMBI BK.,90.0,3.0,3.0,4.0
186420,JAVALAJUN,78.0,15.0,3.0,4.0
185391,JOGAWADI,90.0,3.0,3.0,4.0
186438,MAWADI KP.,78.0,15.0,3.0,4.0
186443,NAZARE SUPE,77.99,15.0,3.0,4.01
186454,PIMPRI,77.98,15.0,3.0,4.02
186447,PANDESHWAR,78.0,15.0,3.0,4.0
186442,NAYGAON,77.99,15.0,3.0,4.01
186439,MAVDISUPE,77.97,15.0,3.0,4.03
186457,PISRVE,77.91,15.0,3.0,4.09
186401,BHOSALEWADI,77.88,15.0,3.0,4.12
186431,KOTHALE,77.93,15.0,3.0,4.07
186464,RANMALA,77.97,15.0,3.0,4.03
186444,NAZRE K.,77.99,15.0,3.0,4.01
186430,KOLVIHIRE,78.0,15.0,3.0,4.0
,,77.97,15.0,3.0,4.03
186409,DHALEWADI,77.95,15.0,3.0,4.05
186466,SAKURDE,77.91,15.0,3.0,4.09
186451,PARINCHE,77.89,15.0,3.0,4.11
186445,NILUNJ,77.74,15.0,3.0,4.26
186481,VALUNJ,77.6,15.0,3.0,4.4
186398,BELSAR,77.83,15.0,3.0,4.17
186450,PARGOAN,77.53,15.0,3.0,4.47
186426,KHANWADI,77.37,15.0,3.0,4.63
186469,SINGAPUR,76.97,15.0,3.0,5.03
185786,VALTI,76.1,15.0,3.0,5.9
186479,VAGHAPUR,77.18,15.0,3.0,4.82
186461,RAJEWADI,77.71,15.0,3.0,4.29
186473,TEKAWADI,77.91,15.0,3.0,4.09
186394,AMBLE,77.74,15.0,3.0,4.26
185625,DALIMB,89.45,3.0,3.0,4.55
185684,TAMHANWADI,89.81,3.0,3.0,4.19
185619,BORIENDI,89.78,3.0,3.0,4.22
185680,SAHAJPUR,89.79,3.0,3.0,4.21
185621,BORIBHADAK,89.47,3.0,3.0,4.53
185778,URULIKANCHAN,76.9,15.0,3.0,5.1
185768,SHINDAVANE,76.73,15.0,3.0,5.27
,,76.91,15.0,3.0,5.09
185736,KOREGAON MUL,75.88,15.0,3.0,6.12
185709,BIVARI,74.73,15.0,3.0,7.27
185702,ASHTAPUR,76.5,15.0,3.0,5.5
185707,BHAVARAPUR,76.72,15.0,3.0,5.28
298904,TILEKARWADI,77.44,15.0,3.0,4.56
185729,KHAMGAONTEK,77.56,15.0,3.0,4.44
185662,NANDUR,89.81,3.0,3.0,4.19
185624,DAHITNE,89.88,3.0,3.0,4.12
185660,MIRWADI,89.71,3.0,3.0,4.29
185721,HINGANGAON,77.28,15.0,3.0,4.72
185767,SHINDEWADI,77.4,15.0,3.0,4.6
185629,DEVKARWADI,89.85,3.0,3.0,4.15
185764,SANGVI SANDAS,77.77,15.0,3.0,4.23
185753,NHAVI SANDAS,77.46,15.0,3.0,4.54
186500,DHANORE,77.09,15.0,3.0,4.91
185769,SHIRSAVADI,74.87,15.0,3.0,7.13
185759,PIMPRISANDAS,76.54,15.0,3.0,5.46
185710,BURKEGAON,75.78,15.0,3.0,6.22
186498,DAREKARWADI,76.95,15.0,3.0,5.05
186554,SANASWADI,77.06,15.0,3.0,4.94
186512,JETEGAON KH.,77.44,15.0,3.0,4.56
186535,MUKHAI,77.78,15.0,3.0,4.22
186511,JATEGAON BK.,77.79,15.0,3.0,4.21
186557,SHIKRAPUR,77.75,15.0,3.0,4.25
186520,KASARI,77.93,15.0,3.0,4.07
186492,BURUNJWADI,77.97,15.0,3.0,4.03
186528,KONDHAPURI,77.97,15.0,3.0,4.03
186564,TALEGAON DHAMDHERE,77.74,15.0,3.0,4.26
186568,VITTHALWADI,77.86,15.0,3.0,4.14
186562,TAKALI BHIMA,77.96,15.0,3.0,4.04
185683,TAKLI,89.98,3.0,3.0,4.02
185687,VADGAONBANDE,89.99,3.0,3.0,4.01
185669,PANVALI,89.99,3.0,3.0,4.01
186544,PARODI,78.0,15.0,3.0,4.0
186540,NIMGAON MHALUNGE,77.99,15.0,3.0,4.01
186525,KHANDALE,77.99,15.0,3.0,4.01
186516,KARANJAVANE,78.0,15.0,3.0,4.0
186497,DAHIWADI,78.0,15.0,3.0,4.0
186491,BHAMBARDE,78.0,15.0,3.0,4.0
186567,URALGAON,78.0,15.0,3.0,4.0
186483,ALEGAONPAGA,78.0,15.0,3.0,4.0
185688,VALKI,90.0,3.0,3.0,4.0
185652,KOREGAON BHIVAR,90.0,3.0,3.0,4.0
185685,TELEWADI,89.99,3.0,3.0,4.01
185672,PATETHAN,89.93,3.0,3.0,4.07
185674,PILANWADI,89.95,3.0,3.0,4.05
185676,RAHU,89.98,3.0,3.0,4.02
185646,KHAMGAON,89.94,3.0,3.0,4.06
185686,UNDAWADI,89.99,3.0,3.0,4.01
,,90.0,3.0,3.0,4.0
,,89.99,3.0,3.0,4.01
185675,PIMPALGAON,90.0,3.0,3.0,4.0
185627,DELAWADI,90.0,3.0,3.0,4.0
,,90.0,3.0,3.0,4.0
,,90.0,3.0,3.0,4.0
185632,GALANDWADI,90.0,3.0,3.0,4.0
185648,KHOPODI,90.0,3.0,3.0,4.0
185670,PARGAON,90.0,3.0,3.0,4.0
186551,RANJANGAON SANDAS,78.0,15.0,3.0,4.0
186536,NAGARGAON,78.0,15.0,3.0,4.0
186487,ANDHALGAON,78.0,15.0,3.0,4.0
186530,KURULI,78.0,15.0,3.0,4.0
186527,KOLGOAN DOLAS,78.0,15.0,3.0,4.0
186570,WADGAON RASAI,78.0,15.0,3.0,4.0
185663,NANGAON,90.0,3.0,3.0,4.0
185626,DAPODI,90.0,3.0,3.0,4.0
185636,HATVALAN,90.0,3.0,3.0,4.0
186553,SADALGAON,78.0,15.0,3.0,4.0
186532,MANDAVGAN PHARATA,78.0,15.0,3.0,4.0
185641,KANGAON,90.0,3.0,3.0,4.0
186489,BABHULSAR BK.,78.0,15.0,3.0,4.0
,,78.0,15.0,3.0,4.0
186504,GANEGAON DUMALA,78.0,15.0,3.0,4.0
186565,TANDALI,78.0,15.0,3.0,4.0
186509,INAMGOAN,78.0,15.0,3.0,4.0
186547,PIMPALSUTI,78.0,15.0,3.0,4.0
186559,SHIRASGAON KATA,78.0,15.0,3.0,4.0
186495,CHINCHANI,78.0,15.0,3.0,4.0
186558,SHINDODI,78.0,15.0,3.0,4.0
186534,MOTEWADI,78.0,15.0,3.0,4.0
186541,NIMONE,78.0,15.0,3.0,4.0
186507,GUNAT,78.0,15.0,3.0,4.0
186542,NIRVI,78.0,15.0,3.0,4.0
186537,NHAVARE,78.0,15.0,3.0,4.0
186484,AMBALE,78.0,15.0,3.0,4.0
186494,CHAVHANWADI,78.0,15.0,3.0,4.0
186517,KARDE,78.0,15.0,3.0,4.0
186506,GOLEGAON,78.0,15.0,3.0,4.0
,,78.0,15.0,3.0,4.0
186560,SHIRUR GRAMIN,78.0,15.0,3.0,4.0
186572,WADNER KH.,78.0,15.0,3.0,4.0
186552,RAWADEWADI,78.0,15.0,3.0,4.0
186539,NIMGAON DUDE,78.0,15.0,3.0,4.0
186563,TAKALI HAJI,78.0,15.0,3.0,4.0
298906,MHASE BK,78.0,15.0,3.0,4.0
,,78.0,15.0,3.0,4.0
186518,KAREGAON,78.0,15.0,3.0,4.0
186490,BABHULSAR KH.,78.0,15.0,3.0,4.0
186501,DHOKSANGAVI,78.0,15.0,3.0,4.0
186550,RANJANGAON GANPATI,78.0,15.0,3.0,4.0
186548,PIMPRI DUMALA,78.0,15.0,3.0,4.0
186561,SONESANGAVI,78.0,15.0,3.0,4.0
186538,NIMGAON BHOGI,78.0,15.0,3.0,4.0
186485,AMADABAD,78.0,15.0,3.0,4.0
186496,CHINCHOLI MORACHI,77.99,15.0,3.0,4.01
186531,MALTHAN,78.0,15.0,3.0,4.0
186575,WAGHOLE,78.0,15.0,3.0,4.0
186574,WARUDE,77.99,15.0,3.0,4.01
186546,PIMPALEKHALSA,77.92,15.0,3.0,4.08
186508,HIVARE,77.94,15.0,3.0,4.06
186499,DHAMARI,77.91,15.0,3.0,4.09
186526,KHAIRENAGAR,77.97,15.0,3.0,4.03
186514,KANHURMESAI,77.99,15.0,3.0,4.01
185319,MANDALEWADI,77.99,15.0,3.0,4.01
185343,RANMALA,78.0,15.0,3.0,4.0
185304,KHADAKWADI,78.0,15.0,3.0,4.0
185334,PONDEWADI,78.0,15.0,3.0,4.0
186556,SAVINDANE,78.0,15.0,3.0,4.0
186522,KAWATHE,78.0,15.0,3.0,4.0
,,78.0,15.0,3.0,4.0
186493,CHANDOH,78.0,15.0,3.0,4.0
186503,PHAKATE,78.0,15.0,3.0,4.0
298905,SHARADWADI,78.0,15.0,3.0,4.0
186549,PIMPARKHED,78.0,15.0,3.0,4.0
185280,DEVGAON,78.0,15.0,3.0,4.0
185311,LAKHANGAON,78.0,15.0,3.0,4.0
185302,KATHAPUR BK.,78.0,15.0,3.0,4.0
186521,KATHAPUR KH.,78.0,15.0,3.0,4.0
185328,PARGAON T. AWASARI BK.,78.0,15.0,3.0,4.0
185297,JAWALE,78.0,15.0,3.0,4.0
185320,MENGADEWADI,78.0,15.0,3.0,4.0
185296,JARKARWADI,78.0,15.0,3.0,4.0
185314,LONI,77.99,15.0,3.0,4.01
185281,DHAMANI,78.0,15.0,3.0,4.0
185326,PAHAD DARA,78.0,15.0,3.0,4.0
185349,SHIRDALEWADI,77.99,15.0,3.0,4.01
186084,GADAKHWADI,77.98,15.0,3.0,4.02
186067,CHINCHBAIWADI,77.99,15.0,3.0,4.01
186185,WAFGAON,77.94,15.03,3.0,4.03
186095,JAVULKE BK.,77.88,15.11,3.0,4.01
,,77.8,15.2,3.0,4.0
185267,AWASARI BK.,78.0,15.0,3.0,4.0
185325,NIRGUDSAR,78.0,15.0,3.0,4.0
185355,TAWHAREWADI,78.0,15.0,3.0,4.0
185337,PIMPALGAON T. MAHALUNGE,77.8,15.2,3.0,4.0
185268,AWASARI KH.,77.24,15.76,3.0,4.0
185283,DHONDMALA SHINDEWADI,77.52,15.48,3.0,4.0
185283,DHONDMALA SHINDEWADI,77.08,15.92,3.0,4.0
185331,PETH,75.53,17.46,3.0,4.01
185354,TAMBADEMALA,76.1,16.9,3.0,4.0
185346,SHEWALWADI,76.17,16.83,3.0,4.0
185324,NIGHOTWADI,75.21,17.79,3.0,4.0
185358,THUGAON,73.7,19.3,3.0,4.0
186130,MIRAJEWADI,72.44,20.55,3.0,4.01
185271,BHAVADI,73.9,19.09,3.0,4.01
185301,KAREGAON,74.81,18.19,3.0,4.0
186053,BAHIRWADI,73.14,19.84,3.0,4.02
186138,PADALI,73.26,19.69,3.0,4.05
186139,PANGARI,72.49,20.47,3.0,4.04
186116,KOHINKARWADI,73.21,19.7,3.0,4.09
,,74.38,18.54,3.0,4.08
186156,SANDBHORWADI,74.13,18.81,3.0,4.06
186178,WARACHI BHAMBURWADI,74.96,17.95,3.0,4.09
186094,JAIDWADI,75.7,17.26,3.0,4.04
185329,PARGAON T. KHED,77.03,15.95,3.0,4.02
186091,GULANI,76.81,16.1,3.0,4.09
186189,WAKALWADI,77.27,15.6,3.0,4.13
186151,RETWADI,76.15,16.47,3.0,4.38
186110,KHARPUDI BK.,74.7,17.6,3.0,4.7
186096,JAVULKE KH.,75.86,16.95,3.0,4.19
186079,KHALCHI BHAMBURWADI,75.57,17.31,3.0,4.12
186171,TAKALKARWADI,74.7,17.99,3.0,4.31
,,74.59,18.2,3.0,4.21
186147,RAKSHEWADI,74.21,18.54,3.0,4.25
,,73.62,19.16,3.0,4.22
186158,SATKARSTHAL,72.82,20.03,3.0,4.15
186063,CHANDOLI,72.94,19.69,3.0,4.37
186167,SHIROLI,72.51,19.85,3.0,4.64
186127,MANJAREWADI,73.88,18.53,3.0,4.59
186093,HOLEWADI,74.05,18.55,3.0,4.4
186109,KHARPUDI KH.,73.59,18.31,3.0,5.1
186190,WAKI BK.,72.13,19.46,3.0,5.41
186191,WAKI KH.,70.99,19.8,3.0,6.21
,,69.24,20.04,3.0,7.72
186102,KALUS,73.01,17.41,3.0,6.58
186137,NIMGAON,75.56,16.5,3.0,4.94
186072,DAWADI,76.51,15.5,3.0,4.99
186070,CHINCHOSHI,76.68,15.0,3.0,5.32
186100,KANHERSAR,77.73,15.0,3.0,4.27
186090,GOSASI,77.38,15.38,3.0,4.24
186179,WARUDE,77.94,15.0,3.0,4.06
186145,PUR,77.88,15.0,3.0,4.12
,,77.85,15.0,3.0,4.15
,,77.91,15.0,3.0,4.09
186543,PABAL,77.94,15.0,3.0,4.06
,,77.97,15.0,3.0,4.03
185361,WADGAON PIR,77.99,15.0,3.0,4.01
,,77.97,15.0,3.0,4.03
,,77.83,15.0,3.0,4.17
186523,KENDUR,77.59,15.0,3.0,4.41
186545,PIMPALE JAGTAP,76.07,15.0,3.0,5.93
186573,WAJEWADI,75.74,15.0,3.0,6.26
186515,KARANDI,77.21,15.0,3.0,4.79
186058,BAHUL,75.64,15.0,3.0,6.36
186163,SIDDHEGAVHAN,74.25,15.0,3.0,7.75
186488,APTI,72.0,15.0,3.0,10.0
185775,TULAPUR,67.1,15.07,3.0,14.83
185757,PHULGAON,69.6,15.0,3.0,12.4
185784,VADHU KH.,72.26,15.0,3.0,9.74
186571,WADHU BK.,74.84,15.0,3.0,7.16
186529,KOREGAON BHIMA,75.38,15.0,3.0,6.62
186502,DIGRAJWADI*,76.08,15.0,3.0,5.92
185713,DONGARGAON,74.22,15.0,3.0,7.78
185755,PERANE,72.5,15.0,3.0,9.5
185705,BAKORI,70.38,15.0,3.0,11.62
185781,WADEBOLHAI,71.32,15.0,3.0,10.68
185756,PETH,74.43,15.0,3.0,7.57
185751,NAYGAON,72.88,15.0,3.0,9.12
185774,THEUR,68.92,15.0,3.0,13.08
185733,KOLVADI SASHTE,67.63,15.0,3.0,14.37
237299,JAMBHULWADI / KOLEWADI,61.08,15.0,3.0,20.92
185747,MANJARI KH.,51.3,15.06,3.0,30.64
185703,AVHALWADI,50.97,15.16,3.0,30.87
,,45.99,15.48,3.0,35.53
185785,WAGHOLI,55.4,15.16,3.0,26.44
185726,KESNAND,62.91,15.0,3.0,19.09
185741,LONIKAND,67.23,15.0,3.0,14.77
185706,BHAVADI,59.3,15.21,3.0,22.49
185746,MANJARI BK.,41.8,15.53,3.0,39.67
,,30.44,16.51,3.0,50.05
,,18.67,17.6,3.0,60.73
,,10.0,15.78,4.07,70.15
,,15.14,20.0,3.0,61.86
,,23.27,18.85,3.0,54.88
,,27.12,19.81,3.0,50.07
,,41.74,19.85,3.0,35.41
,,51.84,19.85,3.0,25.31
,,48.87,19.4,3.0,28.73
186065,CHARHOLI KH.,59.8,17.76,3.0,19.44
,,43.11,18.17,3.0,35.72
185754,NIRGUDI,51.91,16.79,3.0,28.3
185782,VADGAON-SHINDE,52.25,16.2,3.0,28.55
186087,GOLEGAON,58.75,15.68,3.0,22.57
186128,MARKAL,66.35,15.55,3.0,15.1
186168,SOLU,61.41,16.49,3.0,19.1
186077,DHANORE,57.84,17.21,3.0,21.95
186183,WADGAON GHENAND,67.61,16.8,3.0,12.59
186118,KOYALI T. CHAKAN,71.42,15.45,3.0,10.13
237306,PIMPALGAON T. KHED,74.37,15.64,3.0,6.99
186160,SHELGAON,71.14,16.63,3.0,9.23
186057,BHOSE,69.35,17.7,3.0,9.95
186149,RASE,67.15,18.81,3.0,11.04
,,59.52,18.4,3.0,19.08
186105,KELGAON,59.73,19.24,3.0,18.03
186069,CHIMBALI,57.76,20.43,3.0,18.81
186129,MEDANKARWADI,62.69,20.6,3.0,13.71
186097,KADACHIWADI,66.95,19.61,3.0,10.44
186135,NANEKARWADI,65.45,21.47,3.0,10.08
186124,KURULI,59.81,21.86,3.0,15.33
186132,MOI,56.08,23.34,3.0,17.58
186136,NIGHOJE,60.81,24.12,3.0,12.07
186112,KHALUMBRE,60.12,26.88,3.0,10.0
186276,SUDVADI,44.69,45.0,3.0,7.31
186197,YELWADI,59.24,28.61,3.0,9.15
186157,SANGURDI,57.7,29.51,3.0,9.79
,,56.46,28.53,3.0,12.01
,,56.45,26.74,3.0,13.81
,,53.26,25.98,3.0,17.76
,,46.99,27.03,3.0,22.98
,,52.01,28.16,3.0,16.83
,,46.04,29.08,3.0,21.88
,,36.92,26.67,3.0,33.41
,,41.71,25.75,3.0,29.54
,,30.74,24.1,3.0,42.16
,,48.92,24.06,3.0,24.02
,,45.72,22.1,3.0,29.18
,,47.03,20.99,3.0,28.98
,,26.33,21.98,3.0,48.69
,,10.0,22.19,3.0,64.81
185696,AHIRE,16.02,24.32,3.0,56.66
,,10.0,22.59,4.31,63.1
,,12.13,21.37,3.0,63.5
,,10.0,16.48,10.67,62.85
,,10.0,25.6,5.79,58.61
185696,AHIRE,10.0,19.68,7.58,62.74
186307,BAWDHAN BK.,9.99,31.3,12.41,46.3
,,10.0,34.76,10.32,44.92
186313,BHUGAON,10.0,37.14,13.04,39.82
186379,SUS,10.01,40.15,6.83,43.01
,,10.0,25.6,8.11,56.29
186350,MAHALUNGE,10.0,42.82,5.06,42.12
,,16.99,26.98,4.65,51.38
,,12.68,25.55,4.46,57.31
,,25.36,25.76,3.0,45.88
,,12.55,45.0,3.0,39.45
,,11.43,45.0,3.0,40.57
,,20.2,45.0,3.0,31.8
186356,MARUNJI,26.56,45.0,3.0,25.44
,,34.18,45.0,3.0,17.82
186353,MAN,27.86,45.0,3.0,24.14
186329,HINJAWADI,15.2,45.0,4.16,35.64
186363,NANDE,12.26,45.0,5.99,36.75
186348,LAVALE,12.47,45.0,8.37,34.16
186360,MULKHED,24.59,45.0,5.73,24.68
186318,CHANDE,23.58,45.0,5.02,26.4
186327,GHOTAWADE,33.31,45.0,5.48,16.21
186311,BHARE,27.01,45.0,7.29,20.7
186334,KASARAMBOLI,29.36,45.0,8.47,17.17
186299,AMBADVET,32.63,45.0,8.19,14.18
186322,DARAWALI,34.88,45.0,8.7,11.42
,,35.22,45.0,7.06,12.72
186359,MUGAWADE,37.81,45.0,6.76,10.43
186374,RIHE,39.36,45.0,5.0,10.64
186335,KASARSAI,37.82,45.0,3.0,14.18
186245,KUSGAON P.M.,40.88,45.0,3.0,11.12
186259,PACHANE,40.84,45.0,5.95,8.21
186213,CHANDKHED,42.13,45.0,4.74,8.13
186210,BEBED OHOL,42.59,45.0,6.75,5.66
186218,DHAMANE,43.21,45.0,4.34,7.45
186224,GODUMBRE,42.98,45.0,3.0,9.02
186264,SALUMBRE,41.01,45.0,3.0,10.99
186216,DARUMBRE,40.45,45.0,3.0,11.55
186265,SANGAVADE,36.85,45.0,3.0,15.15
186366,NERE,35.0,45.0,3.0,17.0
186330,JAMBE,31.54,45.0,3.0,20.46
,,26.69,45.0,3.0,25.31
,,50.19,30.57,3.0,16.24
,,52.04,31.77,3.0,13.19
186222,GAHUNJE,40.14,45.0,3.0,11.86
186272,SHIRGAON,42.37,45.0,3.0,9.63
,,45.18,45.0,3.0,6.82
,,54.42,30.35,3.0,12.23
186106,KANHEWADI T. CHAKAN,56.38,30.12,3.0,10.5
186226,INDURI,44.82,45.0,3.0,7.18
186292,WARELE,46.58,45.0,3.0,5.42
,,45.74,45.0,4.26,5.0
186275,SOMATANE,44.5,45.0,3.0,7.5
186260,PARANDVADI,44.19,45.0,4.63,6.18
186287,URSE,43.46,45.0,6.36,5.18
,,44.75,45.0,5.47,4.78
186267,SATE,45.71,45.0,4.8,4.49
186206,AMBI,47.36,45.0,3.0,4.64
186204,AMBALE,47.79,45.0,3.0,4.21
186256,NIGADE,47.93,45.0,3.0,4.07
186229,KALHAT,47.98,45.0,3.0,4.02
186187,WAHAGAON,56.05,36.91,3.0,4.04
186165,SHIVE,58.07,34.83,3.0,4.1
186150,RONDHALWADI,60.35,32.55,3.0,4.1
186140,PAIT,62.45,30.46,3.0,4.09
186104,KARANJVIHIRE,61.86,30.78,3.0,4.36
186254,NAVLAKH UMBRE,47.49,45.0,3.0,4.51
186253,NANOLI T. CHAKAN,46.64,45.0,3.0,5.36
