gp_code,gp_name,elevation_mean,elevation_std,elevation_min,elevation_max,slope_mean
186428,KODIT BK.,835.1,51.1,743.1,942.4,8.42
186429,KODIT KH.,818.4,49.2,729.8,921.8,7.92
186413,GARDE,845.1,52.2,751.1,954.8,8.72
186474,THAPEWADI,861.0,54.0,763.7,974.5,9.21
185601,VARVE KH.,884.6,56.7,782.5,1003.7,9.95
185591,SHIVARE,888.1,57.1,785.3,1008.0,10.06
185519,KASURDI K. B,873.1,55.4,773.4,989.5,9.59
185602,VELU,863.9,54.4,766.0,978.1,9.3
185717,GOGALWADI,842.4,51.9,748.9,951.5,8.64
185587,SHINDEWADI,844.6,52.2,750.7,954.2,8.71
186400,BHIVARI,816.0,48.9,727.9,918.8,7.85
186396,ASKARWADI,814.7,48.8,726.9,917.2,7.81
185780,VADACHIWADI,788.0,45.8,705.6,884.2,7.04
185760,PISOLI,776.6,44.5,696.5,870.0,6.72
,,794.9,46.6,711.1,892.7,7.24
185720,GUJAR-NIMBALKARWADI,806.0,47.8,719.9,906.4,7.56
185708,BHILAREWADI,822.5,49.7,733.1,926.9,8.05
185745,MANERWADI,806.9,47.9,720.6,907.5,7.59
,,791.1,46.1,708.1,888.0,7.13
,,774.2,44.2,694.7,867.1,6.66
,,753.6,41.9,678.3,841.6,6.09
,,740.5,40.4,667.8,825.3,5.74
,,762.2,42.8,685.0,852.1,6.32
237301,OUTADE-HANDEWADI,763.4,43.0,686.0,853.7,6.36
,,712.5,37.2,645.5,790.7,5.02
185766,SHEWALWADI,702.1,36.0,637.2,777.8,4.75
,,710.9,37.0,644.3,788.7,4.97
,,741.4,40.5,668.5,826.5,5.76
185722,HOLKARWADI,768.3,43.5,689.9,859.7,6.49
186402,BOPGAON,799.4,47.1,714.7,898.3,7.37
186404,CHAMBALI,797.3,46.8,713.0,895.7,7.31
186411,DIVE,754.7,42.0,679.1,842.8,6.12
186482,ZENDEWADI,736.9,40.0,665.0,820.9,5.64
185783,VADAKI,746.7,41.1,672.8,833.0,5.9
185724,KADAMWAKVASTI,680.0,33.5,619.6,750.4,4.22
185740,LONIKALBHOR,694.9,35.2,631.5,768.9,4.58
185738,KUJIREWADI,657.8,31.0,602.0,723.0,3.7
185772,SORTAPWADI,641.6,29.2,589.1,702.9,3.35
185697,ALANDI MHATOBA,673.9,32.8,614.8,742.9,4.07
185773,TARDE,656.1,30.8,600.6,720.8,3.67
,,698.2,35.6,634.2,773.0,4.66
186471,SONORI,728.1,39.0,657.9,809.9,5.41
186477,VANPURI,724.8,38.6,655.3,805.8,5.33
186416,GURHOLI,687.4,34.4,625.5,759.6,4.39
186476,UDACHIWADI,706.2,36.5,640.5,782.9,4.86
186432,KUMBHARVALAN,739.1,40.2,666.7,823.6,5.7
186412,YEKHATPUR,724.4,38.6,655.0,805.4,5.32
,,719.0,37.9,650.7,798.7,5.18
186425,KHALAD,745.8,41.0,672.0,831.8,5.88
186403,BORALEWADI,772.6,44.0,693.4,865.1,6.61
186395,AMBODI,754.1,41.9,678.7,842.2,6.1
,,781.6,45.1,700.5,876.2,6.86
186419,HIVARE,792.9,46.3,709.5,890.2,7.18
186399,BHIWADI,823.1,49.8,733.6,927.6,8.06
186472,SUPE KH.,806.4,47.9,720.3,906.9,7.57
186414,GHERA PU.*,838.3,51.5,745.6,946.4,8.52
186397,BAHIRWADI*,834.6,51.1,742.7,941.9,8.41
186449,PANWADI,806.4,47.9,720.3,906.9,7.57
186448,PANGARE,774.7,44.3,695.0,867.7,6.67
186453,PIMPALE,783.9,45.3,702.4,879.1,6.93
186468,SHIVARI,736.7,40.0,664.8,820.6,5.64
186427,KHENGAREWADI,742.8,40.7,669.6,828.2,5.8
,,775.7,44.4,695.8,868.9,6.7
186418,HARGUDE,752.5,41.8,677.4,840.2,6.06
186434,MAHUR,743.3,40.7,670.0,828.8,5.81
,,717.0,37.7,649.1,796.2,5.13
,,686.3,34.3,624.7,758.3,4.37
186478,VIR,683.2,33.9,622.2,754.4,4.29
186475,TONDAL,717.6,37.8,649.5,796.9,5.14
185495,GUNAND,724.7,38.6,655.2,805.7,5.33
185594,TAPREWADI,742.3,40.6,669.3,827.6,5.79
185558,PENJALWADI,757.4,42.3,681.3,846.3,6.19
185546,NHAVI 322,758.6,42.4,682.2,847.8,6.23
185614,VATHAR KH.,734.2,39.7,662.8,817.5,5.57
185562,PANDE,786.2,45.6,704.2,881.9,6.99
185476,BHAMBAVADE,774.9,44.3,695.2,868.0,6.68
185479,BHONGVALI,798.9,47.0,714.3,897.6,7.35
186436,MANDHAR,784.7,45.4,703.0,880.1,6.95
186407,DAVANEWADI,802.9,47.5,717.4,902.5,7.47
186410,DHANKAWADI,812.6,48.6,725.2,914.5,7.75
186422,KALDARI,828.7,50.4,738.0,934.5,8.23
185544,MORWADI,848.4,52.6,753.6,958.8,8.82
185608,WAGAJWADI,835.1,51.1,743.1,942.5,8.42
185584,SAVARDARE,812.7,48.6,725.3,914.7,7.76
185525,KIKVI,839.0,51.6,746.2,947.3,8.54
185486,DHANGAWADI,851.2,52.9,755.9,962.4,8.91
185555,NIGDE,860.1,53.9,763.0,973.4,9.19
185510,KAPURHOL,866.2,54.6,767.8,980.9,9.37
185488,DIVALE,873.0,55.4,773.2,989.3,9.59
185496,HARISHCHANDRI,874.2,55.5,774.2,990.8,9.62
185597,UMBARE,879.6,56.2,778.5,997.5,9.79
185508,KAMTHADI,884.0,56.7,782.0,1003.0,9.93
185578,SANGAVI KH.,893.4,57.7,789.5,1014.6,10.23
185522,KHADKI,887.6,57.1,784.9,1007.5,10.05
185543,MOHARI KH.,875.6,55.7,775.3,992.6,9.67
185542,MOHARI BK.,886.5,56.9,784.0,1006.0,10.01
185554,NAHRE,879.2,56.1,778.2,997.1,9.78
185462,ALANDEWADI,859.4,53.9,762.4,972.5,9.16
185595,TELAVADI,868.3,54.9,769.5,983.5,9.44
185518,KASURDI GUMA,862.1,54.2,764.6,975.9,9.25
185461,ALANDE,846.5,52.4,752.2,956.5,8.77
185502,INGAVALI,835.5,51.2,743.4,942.9,8.43
185577,SANGAMNER,863.3,54.3,765.5,977.3,9.28
185580,SANGAVI HIMA,852.6,53.1,757.0,964.0,8.95
185599,VADGAON DAL,821.0,49.5,731.8,924.9,8.0
185615,YEVALI,846.1,52.4,751.8,956.0,8.75
185598,UTROLI,827.2,50.2,736.8,932.7,8.19
185521,KENJAL,831.2,50.7,740.0,937.6,8.3
185582,SAROLE,817.7,49.1,729.2,920.9,7.9
185569,RAJAPUR,794.8,46.5,711.1,892.6,7.24
185492,GOKAVADI,786.5,45.6,704.4,882.3,7.0
185470,BALAWADI,768.4,43.5,690.0,859.8,6.49
,,661.8,31.5,605.2,727.9,3.8
186437,MANDAKI,642.9,29.3,590.1,704.4,3.37
186417,HARNI,674.2,32.9,615.0,743.3,4.08
,,685.8,34.2,624.2,757.6,4.36
186456,PINGORI,687.7,34.4,625.7,759.9,4.4
,,672.2,32.6,613.4,740.8,4.03
,,630.0,27.9,579.8,688.5,3.1
186406,DOUNDAJ,653.4,30.5,598.5,717.5,3.61
186480,VALHE,622.6,27.0,574.0,679.4,2.95
,,621.2,26.9,572.8,677.6,2.92
186480,VALHE,646.3,29.7,592.9,708.8,3.45
186459,PISURTI,624.1,27.2,575.2,681.3,2.98
186421,JEUOR,615.9,26.3,568.6,671.1,2.81
186455,PIMPARI KH.,602.0,24.7,557.6,653.9,2.54
186415,GULUNCHE,594.4,23.8,551.5,644.5,2.39
185380,GADADARWADI,576.2,21.8,537.1,622.0,2.07
185394,KARANJE,568.3,20.9,530.7,612.2,1.93
185372,CHAUDHARWADI,575.2,21.7,536.3,620.7,2.05
186423,KARNALWADI,592.5,23.6,550.0,642.1,2.36
186463,RAKH,598.9,24.3,555.1,650.1,2.48
186441,NAVLI,597.6,24.2,554.1,648.4,2.45
185421,MODHAVE,570.5,21.1,532.5,614.9,1.97
185424,MURTI,567.0,20.7,529.7,610.6,1.91
259677,MORALWADI,557.3,19.6,522.0,598.5,1.75
185411,MAGARWADI,561.7,20.1,525.5,604.0,1.82
185395,KARNAJPUL,560.1,19.9,524.2,602.0,1.8
185458,VAKI,555.2,19.4,520.3,595.9,1.72
185448,SORTEWADI,556.6,19.5,521.4,597.6,1.74
185425,MURUM,553.3,19.2,518.8,593.5,1.69
185459,WANEWADI,560.4,20.0,524.5,602.4,1.8
185457,VAGHALWADI,563.8,20.4,527.2,606.6,1.86
185400,KHANDOBACHIWADI,571.8,21.3,533.5,616.5,1.99
185428,NIMBUT,576.9,21.8,537.5,622.7,2.08
186414,GHERA PU.*,588.3,23.1,546.7,636.9,2.28
185385,HOL,549.9,18.8,516.1,589.4,1.64
259675,SADOBACHIWADI,546.7,18.4,513.5,585.4,1.59
185405,KORHALE KH.,541.6,17.9,509.5,579.1,1.52
185409,LATE,537.5,17.4,506.2,574.0,1.46
259678,THOPATEWADI,537.1,17.3,505.9,573.5,1.46
185407,KURNEWADI,535.3,17.1,504.5,571.3,1.43
185417,MANPPAWASTI,533.5,16.9,503.0,569.0,1.41
185415,MALWADILONI,536.2,17.2,505.2,572.4,1.44
185444,SHIRASHNE,534.0,17.0,503.4,569.7,1.42
185399,KHANDAJ,525.8,16.2,496.6,560.0,1.33
185412,MALAD,523.5,16.2,494.2,557.6,1.33
185435,PAVANEWADI,525.9,16.2,496.6,560.0,1.33
185443,SHIRAVALI,528.1,16.3,498.7,562.3,1.34
185439,SANGAVI,530.2,16.6,500.4,565.0,1.37
185392,KAMBLESHVAR,532.1,16.8,501.9,567.3,1.39
185378,DHUMALWADI,530.6,16.6,500.7,565.5,1.37
185434,PAWAIMAL,531.0,16.6,501.0,565.9,1.38
185431,PANDARE,531.9,16.7,501.8,567.1,1.39
185447,SONAKASWADI,530.8,16.6,500.9,565.7,1.37
185413,MALEGAON BK.,527.8,16.3,498.5,561.9,1.34
185414,MALEGAON KH.,527.0,16.2,497.7,561.1,1.33
,,523.7,16.2,494.4,557.8,1.33
185419,MEDAD,524.9,16.2,495.6,559.0,1.33
185369,BHARHANPUR,525.9,16.2,496.7,560.1,1.33
185367,ANJANGAON,528.1,16.3,498.7,562.3,1.34
185396,KARHAVAGAJ,529.3,16.4,499.6,563.8,1.35
272754,BHILLARWADI,532.8,16.9,502.5,568.2,1.4
185387,JALGAON,532.8,16.8,502.4,568.1,1.4
185388,JALGAON SUPE,531.0,16.6,501.0,565.9,1.38
,,537.5,17.4,506.2,574.0,1.46
185441,SAYABACHIWADI,537.8,17.4,506.5,574.4,1.47
185376,DHAKALE,534.2,17.0,503.6,569.9,1.42
185406,KORHALE BK,539.1,17.6,507.5,576.0,1.48
185423,MUDHALE,540.1,17.7,508.3,577.2,1.5
185454,VADGAON NI.,544.4,18.2,511.7,582.5,1.56
259676,SASTEWADI,551.8,19.0,517.6,591.7,1.67
185373,CHOPADAJ,550.5,18.9,516.6,590.1,1.65
185430,PALSHIWADI,550.0,18.8,516.2,589.5,1.64
185410,LONIBHAPKAR,543.2,18.0,510.7,581.1,1.54
185418,MASALWADI,550.2,18.8,516.3,589.8,1.64
185451,TARDOLI,551.5,19.0,517.3,591.3,1.66
185368,BABURDI,544.5,18.2,511.8,582.7,1.56
185398,KALKHAIREWADI,547.6,18.5,514.2,586.5,1.61
185370,BHONDVEWADI,552.4,19.1,518.1,592.4,1.68
185408,KUTAVALWADI,552.3,19.1,518.0,592.3,1.68
185455,VADHANE,549.9,18.8,516.1,589.4,1.64
185449,SUPE,543.5,18.1,511.0,581.5,1.55
185374,DANDAWADI,537.5,17.4,506.2,574.0,1.46
185426,NAROLI,535.0,17.1,504.3,571.0,1.43
185432,PANSAREWADI,539.7,17.6,507.9,576.7,1.49
185402,KARAHATI,535.8,17.2,504.9,571.9,1.44
185375,DEULAGAON RASAL,531.5,16.7,501.4,566.6,1.38
185401,KHARKHEL,529.0,16.4,499.5,563.5,1.35
185445,SONVDISUPE,527.7,16.3,498.4,561.9,1.33
185452,UNDAWADI K.P.,524.8,16.2,495.5,558.9,1.33
185390,JARADWADI,524.7,16.2,495.4,558.8,1.33
185438,SABLEWADI,524.4,16.2,495.1,558.5,1.33
185453,UNTWADI SUPE,526.4,16.2,497.1,560.5,1.33
261742,KHARADEWADI,527.6,16.3,498.3,561.8,1.33
185639,JIREGAON,525.4,16.2,496.2,559.5,1.33
185643,KAUTHADI,523.8,16.2,494.5,557.9,1.33
185692,VASUNDE,528.5,16.4,499.1,562.9,1.34
185404,KOLOLI,533.0,16.9,502.6,568.5,1.4
185638,HINGANIWADI,531.2,16.7,501.2,566.2,1.38
185671,PATAS,531.8,16.7,501.7,567.0,1.39
185679,ROTI,529.8,16.5,500.0,564.4,1.36
185668,PANDHAREWADI,527.4,16.2,498.2,561.6,1.33
185653,KURKUMBHA,524.7,16.2,495.4,558.8,1.33
185635,GOPALWADI,523.9,16.2,494.6,558.0,1.33
185634,GIRIM,526.1,16.2,496.9,560.3,1.33
185682,SONWADI,524.2,16.2,494.9,558.3,1.33
185664,NANVIJ,525.4,16.2,496.2,559.6,1.33
185633,GAR,527.4,16.2,498.1,561.5,1.33
,,528.8,16.4,499.3,563.2,1.35
185691,VARVAND,535.7,17.2,504.8,571.8,1.44
185654,KUSEGAON,534.7,17.1,504.0,570.6,1.42
185667,PADAVI,539.6,17.6,507.9,576.6,1.49
185630,DEULGAON GADA,542.7,18.0,510.4,580.5,1.53
185690,VAKHARI,546.3,18.4,513.2,584.9,1.59
185622,BORIPARTHI,540.4,17.7,508.5,577.6,1.5
185644,KEDGAON,544.8,18.2,512.1,583.1,1.57
185651,KHUTBAV,550.8,18.9,516.8,590.5,1.65
185617,BHANDGAON,555.1,19.4,520.2,595.7,1.72
185694,YAVAT,563.1,20.3,526.6,605.7,1.84
185642,KASURDI,575.7,21.7,536.6,621.3,2.06
185618,BHARATGAON,582.7,22.5,542.2,630.0,2.18
186435,MALSHIRAS,582.2,22.5,541.8,629.4,2.17
186452,PONDHE,563.7,20.4,527.1,606.4,1.85
185649,KHOR,553.0,19.1,518.6,593.2,1.69
186458,PISE,560.7,20.0,524.7,602.7,1.81
186462,RAJURI,570.4,21.1,532.4,614.8,1.97
186465,RISE,565.3,20.5,528.3,608.4,1.88
185366,AMBI KH.,568.5,20.9,530.9,612.4,1.93
185371,CHANDGUDEWADI,558.1,19.7,522.6,599.5,1.77
185422,MORAGON,562.4,20.2,526.0,604.8,1.83
185365,AMBI BK.,572.8,21.4,534.3,617.7,2.01
186420,JAVALAJUN,587.8,23.1,546.3,636.3,2.27
185391,JOGAWADI,577.9,22.0,538.4,624.0,2.09
186438,MAWADI KP.,591.0,23.4,548.8,640.2,2.33
186443,NAZARE SUPE,611.1,25.7,564.8,665.1,2.71
186454,PIMPRI,606.3,25.2,561.0,659.2,2.62
186447,PANDESHWAR,583.6,22.6,542.9,631.1,2.19
186442,NAYGAON,587.1,23.0,545.7,635.5,2.26
186439,MAVDISUPE,609.4,25.5,563.5,663.1,2.68
186457,PISRVE,619.6,26.7,571.6,675.7,2.88
186401,BHOSALEWADI,646.1,29.7,592.7,708.5,3.44
186431,KOTHALE,642.7,29.3,589.9,704.2,3.37
186464,RANMALA,632.4,28.1,581.7,691.4,3.15
186444,NAZRE K.,614.1,26.1,567.2,668.9,2.77
186430,KOLVIHIRE,616.1,26.3,568.8,671.3,2.81
,,653.5,30.5,598.6,717.7,3.61
186409,DHALEWADI,650.1,30.1,595.8,713.4,3.53
186466,SAKURDE,696.0,35.4,632.4,770.3,4.6
186451,PARINCHE,714.1,37.4,646.8,792.6,5.05
186445,NILUNJ,701.1,35.9,636.4,776.5,4.73
186481,VALUNJ,714.8,37.5,647.3,793.5,5.07
186398,BELSAR,680.5,33.6,620.1,751.1,4.23
186450,PARGOAN,678.2,33.3,618.2,748.3,4.18
186426,KHANWADI,706.3,36.5,640.6,783.0,4.86
186469,SINGAPUR,679.6,33.5,619.3,749.9,4.21
185786,VALTI,657.4,31.0,601.7,722.4,3.7
186479,VAGHAPUR,655.6,30.8,600.2,720.2,3.65
186461,RAJEWADI,646.1,29.7,592.7,708.5,3.44
186473,TEKAWADI,599.6,24.4,555.6,650.8,2.49
186394,AMBLE,622.9,27.1,574.2,679.7,2.95
185625,DALIMB,619.3,26.7,571.4,675.3,2.88
185684,TAMHANWADI,602.9,24.8,558.3,655.0,2.55
185619,BORIENDI,595.8,24.0,552.6,646.2,2.42
185680,SAHAJPUR,586.7,23.0,545.4,634.9,2.25
185621,BORIBHADAK,604.1,24.9,559.2,656.4,2.58
185778,URULIKANCHAN,610.3,25.6,564.2,664.2,2.7
185768,SHINDAVANE,635.4,28.5,584.1,695.2,3.21
,,628.9,27.7,579.0,687.2,3.08
185736,KOREGAON MUL,617.4,26.4,569.8,672.9,2.84
185709,BIVARI,614.0,26.1,567.1,668.7,2.77
185702,ASHTAPUR,598.0,24.2,554.3,648.8,2.46
185707,BHAVARAPUR,602.0,24.7,557.5,653.8,2.53
298904,TILEKARWADI,595.0,23.9,552.0,645.1,2.4
185729,KHAMGAONTEK,588.6,23.2,546.9,637.3,2.28
185662,NANDUR,581.1,22.3,540.9,628.0,2.15
185624,DAHITNE,572.9,21.4,534.4,617.8,2.01
185660,MIRWADI,580.3,22.2,540.3,627.0,2.14
185721,HINGANGAON,591.4,23.5,549.1,640.7,2.34
185767,SHINDEWADI,585.7,22.9,544.6,633.7,2.23
185629,DEVKARWADI,572.5,21.4,534.1,617.3,2.0
185764,SANGVI SANDAS,575.3,21.7,536.3,620.8,2.05
185753,NHAVI SANDAS,582.6,22.5,542.1,629.8,2.18
186500,DHANORE,587.1,23.0,545.7,635.4,2.26
185769,SHIRSAVADI,605.9,25.1,560.7,658.7,2.61
185759,PIMPRISANDAS,592.9,23.7,550.3,642.6,2.36
185710,BURKEGAON,597.2,24.1,553.7,647.9,2.44
186498,DAREKARWADI,589.0,23.2,547.2,637.7,2.29
186554,SANASWADI,590.4,23.4,548.3,639.5,2.32
186512,JETEGAON KH.,590.5,23.4,548.4,639.6,2.32
186535,MUKHAI,588.7,23.2,547.0,637.4,2.29
186511,JATEGAON BK.,583.3,22.6,542.6,630.7,2.19
186557,SHIKRAPUR,581.2,22.3,541.0,628.1,2.15
186520,KASARI,571.0,21.2,532.8,615.4,1.97
186492,BURUNJWADI,571.8,21.3,533.5,616.5,1.99
186528,KONDHAPURI,567.8,20.8,530.3,611.5,1.92
186564,TALEGAON DHAMDHERE,577.1,21.9,537.7,623.1,2.08
186568,VITTHALWADI,571.4,21.2,533.2,616.0,1.98
186562,TAKALI BHIMA,564.5,20.4,527.7,607.4,1.87
185683,TAKLI,561.2,20.1,525.1,603.4,1.81
185687,VADGAONBANDE,557.7,19.7,522.3,599.0,1.76
185669,PANVALI,555.4,19.4,520.5,596.2,1.72
186544,PARODI,556.4,19.5,521.2,597.3,1.74
186540,NIMGAON MHALUNGE,562.1,20.2,525.8,604.5,1.83
186525,KHANDALE,563.3,20.3,526.8,606.0,1.85
186516,KARANJAVANE,555.4,19.4,520.5,596.2,1.72
186497,DAHIWADI,551.6,19.0,517.4,591.5,1.66
186491,BHAMBARDE,551.6,19.0,517.4,591.4,1.66
186567,URALGAON,548.6,18.6,515.1,587.8,1.62
186483,ALEGAONPAGA,547.2,18.5,514.0,586.1,1.6
185688,VALKI,549.2,18.7,515.5,588.5,1.63
185652,KOREGAON BHIVAR,551.4,19.0,517.3,591.3,1.66
185685,TELEWADI,557.1,19.6,521.8,598.2,1.75
185672,PATETHAN,567.0,20.7,529.7,610.5,1.91
185674,PILANWADI,565.4,20.5,528.4,608.5,1.88
185676,RAHU,558.9,19.8,523.2,600.5,1.78
185646,KHAMGAON,569.7,21.0,531.9,613.9,1.95
185686,UNDAWADI,560.8,20.0,524.8,602.9,1.81
,,553.3,19.2,518.8,593.6,1.69
,,556.2,19.5,521.1,597.2,1.74
185675,PIMPALGAON,553.0,19.1,518.5,593.1,1.69
185627,DELAWADI,548.4,18.6,514.9,587.4,1.62
,,548.3,18.6,514.8,587.4,1.62
,,546.0,18.3,513.0,584.6,1.58
185632,GALANDWADI,546.0,18.3,513.0,584.5,1.58
185648,KHOPODI,539.7,17.6,508.0,576.8,1.49
185670,PARGAON,540.9,17.8,508.9,578.3,1.51
186551,RANJANGAON SANDAS,543.6,18.1,511.0,581.5,1.55
186536,NAGARGAON,538.8,17.5,507.2,575.6,1.48
186487,ANDHALGAON,538.0,17.4,506.6,574.6,1.47
186530,KURULI,534.8,17.1,504.1,570.7,1.43
186527,KOLGOAN DOLAS,534.5,17.0,503.8,570.2,1.42
186570,WADGAON RASAI,533.4,16.9,502.9,568.9,1.41
185663,NANGAON,535.8,17.2,504.9,572.0,1.44
185626,DAPODI,538.1,17.4,506.7,574.7,1.47
185636,HATVALAN,532.7,16.8,502.4,568.1,1.4
186553,SADALGAON,531.8,16.7,501.7,566.9,1.39
186532,MANDAVGAN PHARATA,528.7,16.4,499.2,563.1,1.35
185641,KANGAON,529.9,16.5,500.1,564.5,1.36
186489,BABHULSAR BK.,527.0,16.2,497.7,561.1,1.33
,,523.8,16.2,494.5,557.9,1.33
186504,GANEGAON DUMALA,525.4,16.2,496.1,559.5,1.33
186565,TANDALI,523.8,16.2,494.5,557.9,1.33
186509,INAMGOAN,525.6,16.2,496.3,559.7,1.33
186547,PIMPALSUTI,527.4,16.2,498.1,561.5,1.33
186559,SHIRASGAON KATA,530.9,16.6,501.0,565.9,1.38
186495,CHINCHANI,529.5,16.5,499.8,564.1,1.36
186558,SHINDODI,531.1,16.7,501.1,566.1,1.38
186534,MOTEWADI,537.3,17.4,506.1,573.8,1.46
186541,NIMONE,536.6,17.3,505.5,572.9,1.45
186507,GUNAT,534.4,17.0,503.7,570.1,1.42
186542,NIRVI,535.2,17.1,504.3,571.1,1.43
186537,NHAVARE,540.6,17.7,508.7,577.9,1.51
186484,AMBALE,544.6,18.2,511.9,582.8,1.56
186494,CHAVHANWADI,540.1,17.7,508.3,577.3,1.5
186517,KARDE,544.7,18.2,511.9,582.9,1.56
186506,GOLEGAON,540.4,17.7,508.5,577.6,1.5
,,545.1,18.2,512.2,583.4,1.57
186560,SHIRUR GRAMIN,543.0,18.0,510.6,580.8,1.54
186572,WADNER KH.,561.6,20.1,525.4,603.9,1.82
186552,RAWADEWADI,562.3,20.2,526.0,604.7,1.83
186539,NIMGAON DUDE,559.2,19.8,523.5,600.9,1.78
186563,TAKALI HAJI,555.7,19.5,520.7,596.6,1.73
298906,MHASE BK,550.2,18.8,516.3,589.7,1.64
,,550.3,18.8,516.4,589.9,1.65
186518,KAREGAON,549.7,18.8,515.9,589.1,1.64
186490,BABHULSAR KH.,549.5,18.7,515.8,588.9,1.63
186501,DHOKSANGAVI,554.6,19.3,519.9,595.2,1.71
186550,RANJANGAON GANPATI,557.6,19.7,522.2,598.9,1.76
186548,PIMPRI DUMALA,562.5,20.2,526.1,604.9,1.83
186561,SONESANGAVI,559.3,19.9,523.6,601.0,1.78
186538,NIMGAON BHOGI,554.3,19.3,519.6,594.8,1.71
186485,AMADABAD,556.8,19.6,521.6,597.9,1.75
186496,CHINCHOLI MORACHI,573.1,21.4,534.6,618.1,2.01
186531,MALTHAN,564.1,20.4,527.4,606.9,1.86
186575,WAGHOLE,565.5,20.6,528.5,608.7,1.88
186574,WARUDE,571.6,21.2,533.3,616.2,1.99
186546,PIMPALEKHALSA,579.9,22.2,539.9,626.5,2.13
186508,HIVARE,581.0,22.3,540.8,627.9,2.15
186499,DHAMARI,589.4,23.3,547.6,638.3,2.3
186526,KHAIRENAGAR,588.8,23.2,547.1,637.6,2.29
186514,KANHURMESAI,577.9,22.0,538.4,624.0,2.09
185319,MANDALEWADI,585.8,22.9,544.6,633.8,2.23
185343,RANMALA,588.3,23.1,546.7,636.9,2.28
185304,KHADAKWADI,589.3,23.3,547.5,638.2,2.3
185334,PONDEWADI,585.1,22.8,544.1,632.9,2.22
186556,SAVINDANE,581.2,22.3,541.0,628.1,2.15
186522,KAWATHE,570.9,21.2,532.8,615.4,1.97
,,564.3,20.4,527.5,607.1,1.86
186493,CHANDOH,571.8,21.3,533.5,616.5,1.99
186503,PHAKATE,566.7,20.7,529.4,610.1,1.9
298905,SHARADWADI,566.6,20.7,529.4,610.0,1.9
186549,PIMPARKHED,577.7,21.9,538.2,623.7,2.09
185280,DEVGAON,579.0,22.1,539.3,625.4,2.11
185311,LAKHANGAON,579.1,22.1,539.3,625.5,2.11
185302,KATHAPUR BK.,587.1,23.0,545.7,635.4,2.26
186521,KATHAPUR KH.,583.8,22.6,543.1,631.3,2.2
185328,PARGAON T. AWASARI BK.,595.0,23.9,552.0,645.2,2.4
185297,JAWALE,603.6,24.9,558.9,655.9,2.57
185320,MENGADEWADI,607.9,25.4,562.2,661.1,2.65
185296,JARKARWADI,596.9,24.1,553.5,647.5,2.44
185314,LONI,596.6,24.1,553.3,647.2,2.43
185281,DHAMANI,599.6,24.4,555.7,650.9,2.49
185326,PAHAD DARA,609.2,25.5,563.3,662.8,2.68
185349,SHIRDALEWADI,608.6,25.4,562.8,662.1,2.66
186084,GADAKHWADI,607.6,25.3,562.0,660.8,2.64
186067,CHINCHBAIWADI,613.4,26.0,566.6,668.0,2.76
186185,WAFGAON,622.2,27.0,573.7,678.9,2.94
186095,JAVULKE BK.,625.1,27.3,575.9,682.4,3.0
,,627.9,27.6,578.2,686.0,3.06
185267,AWASARI BK.,619.5,26.7,571.4,675.5,2.88
185325,NIRGUDSAR,607.8,25.3,562.2,661.0,2.65
185355,TAWHAREWADI,621.7,26.9,573.2,678.2,2.93
185337,PIMPALGAON T. MAHALUNGE,628.9,27.7,579.0,687.2,3.08
185268,AWASARI KH.,638.8,28.9,586.9,699.4,3.29
185283,DHONDMALA SHINDEWADI,634.1,28.3,583.1,693.6,3.18
185283,DHONDMALA SHINDEWADI,640.6,29.1,588.2,701.6,3.32
185331,PETH,660.4,31.3,604.0,726.1,3.76
185354,TAMBADEMALA,654.6,30.7,599.4,718.9,3.63
185346,SHEWALWADI,654.3,30.6,599.2,718.6,3.63
185324,NIGHOTWADI,667.6,32.1,609.8,735.1,3.93
185358,THUGAON,686.6,34.3,624.9,758.6,4.37
186130,MIRAJEWADI,700.1,35.8,635.6,775.3,4.7
185271,BHAVADI,682.1,33.8,621.3,753.1,4.27
185301,KAREGAON,671.2,32.5,612.6,739.5,4.01
186053,BAHIRWADI,689.4,34.6,627.2,762.1,4.44
186138,PADALI,684.6,34.1,623.3,756.2,4.33
186139,PANGARI,694.5,35.2,631.2,768.4,4.57
186116,KOHINKARWADI,683.1,33.9,622.1,754.3,4.29
,,669.9,32.4,611.6,738.0,3.98
186156,SANDBHORWADI,673.6,32.8,614.6,742.5,4.07
186178,WARACHI BHAMBURWADI,662.7,31.6,605.9,729.0,3.82
186094,JAIDWADI,655.8,30.8,600.4,720.5,3.66
185329,PARGAON T. KHED,639.6,29.0,587.5,700.4,3.3
186091,GULANI,639.8,29.0,587.7,700.7,3.31
186189,WAKALWADI,632.3,28.1,581.7,691.4,3.15
186151,RETWADI,642.7,29.3,590.0,704.3,3.37
186110,KHARPUDI BK.,654.7,30.7,599.5,719.1,3.63
186096,JAVULKE KH.,649.4,30.1,595.2,712.5,3.52
186079,KHALCHI BHAMBURWADI,654.5,30.6,599.4,718.9,3.63
186171,TAKALKARWADI,660.5,31.3,604.1,726.3,3.77
,,663.7,31.7,606.6,730.2,3.84
186147,RAKSHEWADI,667.0,32.1,609.3,734.4,3.91
,,674.4,32.9,615.2,743.5,4.09
186158,SATKARSTHAL,685.2,34.1,623.8,756.9,4.34
186063,CHANDOLI,678.6,33.4,618.6,748.7,4.19
186167,SHIROLI,678.6,33.4,618.5,748.7,4.19
186127,MANJAREWADI,665.0,31.8,607.7,731.8,3.87
